Category,Item Name,Item Code,Size,Finish,PCS / Set,SPU,MRP (?),New Product
Hinges,Kitchen Glass Rack,GR-28-10,660x255x47 | 705x255x47 | 755x255x47,GR/SS,Each,1,"1,733",
Hinges,Kitchen Glass Rack,GR-30-10,705x255x47 | 755x255x47 | 855x255x47,GR/SS,Each,1,"1,880",
Hinges,Kitchen Glass Rack,GR-34-10,755x255x47 | 855x255x47 | 450 x 243,GR/SS,Each,1,"2,059",
Hinges,Glass Rack DT-16-10E 450 x 243 GR Each 1 636,DT-18-10E,450 x 243 | 500 x 243 | 550x243,GR,Each,1,691,
Hinges,Glass Rack DT-16-10E 450 x 243 GR Each 1 636,DT-22-10E,500 x 243 | 550x243 | 600x243,GR,Each,1,820,
Hinges,Rod Support & Anchors),DT-26-10E,600x243 | 700 x 243 | 710x243,GR,Each,1,946,
Hinges,Rod Support & Anchors),DT-28-10E,700 x 243 | 710x243,GR,Each,1,999,
Hinges,Drip Tray,DT-30-10E,710x243 | 760x243 | 860x243,GR,Each,1,"1,068",
Hinges,Drip Tray,DT-34-10E,760x243 | 860x243,GR,Each,1,"1,235",
Kitchen - Midway Systems,Kitchen Spice Rack,KWA-S2,500x300x150,,Each,1,"2,149",
Aluminium Profiles & Handles,Track (w/o LED),KMS-AT,36x34x904,,Each,,"1,435",
Aluminium Profiles & Handles,Track (with LED) 1200mm,KMS-L120-AT,1200 mm,,Each,,"3,734",
Aluminium Profiles & Handles,Track (w/o LED) 1200mm,KMS-120-AT,1200 mm,,Each,,"1,794",
Aluminium Profiles & Handles,Kitchen Midway Shelf with AT,KMS-S-SR-R,150x130x225,,Each,,"1,610",
Aluminium Profiles & Handles,Kitchen Midway Wine,KMS-WGH,42x123x450,,Each,,576,
Aluminium Profiles & Handles,Kitchen Midway Ladle,KMS-LR,48x40x225,,Each,,317,
Aluminium Profiles & Handles,Kitchen Midway Towel AT,KMS-TR,48x115x229,,Each,,"1,265",
Aluminium Profiles & Handles,Kitchen Midway Shelf With,KMS-S-G,157x134x225,,Each,,"1,160",
Aluminium Profiles & Handles,Kitchen Midway Shelf Tall,KMS-ST-G,257x134x225,,Each,,"1,284",
Kitchen - Waste Bins & More,Swing Out Waste Bin,SOWBR-15S,1x15,GR,Each,1,"2,113",
Kitchen - Waste Bins & More,Swing Out Waste Bin,SOWBR-15D,2x7,GR,Each,1,"2,365",
Kitchen - Waste Bins & More,Swing Out Waste Bin,SOWBR-20D,2x10,GR,Each,1,"2,492",
Kitchen - Waste Bins & More,Auto Pull Out Double,APDWB-28,14x2,GR,Each,28,"10,885",
Kitchen - Waste Bins & More,Pull Out Waste Bin 4 - 40,POWB4-40-AT,20x2,,Each,40,"7,050",
Kitchen - Waste Bins & More,Facia Bracket for POWB4-,POWB4-40-FB-AT,,,Pair,,"1,033",
Kitchen - Waste Bins & More,Kitchen Drawer Bin - 60 D400-490,KDB60-35-AT,,,Each,,"8,244",
Kitchen - Waste Bins & More,Kitchen Drawer Bin - 90 D400-490,KDB90-55-AT,,,Each,,"9,955",
Kitchen - Waste Bins & More,Hinge and Lid Stay,DH-9-8-13,230x200x330,,Each,1,"1,576",
Kitchen - Waste Bins & More,Detergent Holder,DHT-10-6-16,230x200x330 | 255x150x410,,Each,1,"1,507",
Kitchen - Waste Bins & More,Under Sink Protector with,USP-56-50,563x500x18,,Each,10,"1,362",
Kitchen - Waste Bins & More,Under Sink Drawer Profile,USDP2-AT,44 mm | 178 x 255 x 44,,Each,44,459,
Kitchen - Waste Bins & More,Shower Hanger 2 Tier - SS,SH2T-9-5-19,240x116x495,SS,Each,,"1,281",
Kitchen - Waste Bins & More,Oven Grill OG1 598 x 124 x 25mm SL/BL Set 953,ASGS-10-AS/WM/AT/AB,100 mm | 150 mm,,Each,100,115,
Kitchen - Waste Bins & More,Oven Grill OG1 598 x 124 x 25mm SL/BL Set 953,ASGS-15-AS/WM/AT/AB,100 mm | 150 mm | 225 mm,,Each,100,152,
Kitchen - Waste Bins & More,Aluminum Shutter Grill ASGS-22-AS/WM/AT/AB 225mm AS/WM/AT/AB Each 100 210,ASGS-30-AS/WM/AT/AB,225 mm | 300 mm | 450 mm,,Each,100,267,
Kitchen - Waste Bins & More,Aluminum Shutter Grill ASGS-22-AS/WM/AT/AB 225mm AS/WM/AT/AB Each 100 210,ASGS-45-AS/WM/AT/AB,300 mm | 450 mm | 100 mm,,Each,50,383,
Kitchen - Waste Bins & More,Aluminum Shutter Grill ASGS-22-AS/WM/AT/AB 225mm AS/WM/AT/AB Each 100 210,ASGS-10-BA/BG,450 mm | 100 mm | 150 mm,,Each,100,124,
Kitchen - Waste Bins & More,Gold,ASGS-30-BA/BG,225 mm | 300 mm | 450 mm,,Each,100,267,
Kitchen - Waste Bins & More,Gold,ASGS-45-BA/BG,300 mm | 450 mm | 100 mm,,Each,50,383,
Kitchen - Waste Bins & More,AT ASGS-10-SF 100 mm SF Each 130,ASGS-15-SF,100 mm | 150 mm | 225 mm,,Each,100,160,
Kitchen - Waste Bins & More,Aluminum Shutter Grill-,ASGS-22-SF,150 mm | 225 mm | 300 mm,,Each,100,220,
Kitchen - Waste Bins & More,Special Finish,ASGS-30-SF,225 mm | 300 mm | 450 mm,,Each,100,278,
Kitchen - Waste Bins & More,Special Finish,ASGS-45-SF,300 mm | 450 mm | 150 mm,,Each,50,404,
Kitchen - Waste Bins & More,Special Finish,ASGM-15-AS/BA,450 mm | 150 mm,,Each,,177,
Kitchen - Waste Bins & More,Special Finish,ASGM-15-SF,150 mm,,Each,150,191,
Kitchen - Waste Bins & More,Micro,ASGM-22-AS/BA,150 mm | 225 mm,,Each,,240,
Kitchen - Waste Bins & More,Micro,ASGM-22-SF,225 mm,,Each,,256,
Kitchen - Waste Bins & More,Flexi Joint-Silver FJ-08-SL 80mm SL Each 50 173,PF75-110,80 mm | 110 mm | 135 mm,BL,Nos,20,"1,202",
Kitchen - Waste Bins & More,Screw) PF100-135 100 - 135mm BL 20 Nos 1255,PF115-150,135 mm | 150 mm | 10x32,BL,Nos,20,"1,316",
Kitchen - Waste Bins & More,Skirting Clip with Bracket,PFSCB1,28 mm,BL,Nos,1000,"1,242",
Kitchen - Waste Bins & More,Skirting Clip for Q Plinth Q-PFSCB1 --- BL 100 Nos 100 975,PF75-110,100 mm | 110 mm | 135 mm | 150 mm,BL,Nos,20,"1,202",
Kitchen - Waste Bins & More,Plinth Fitting (Without Screw) PF100-135 100 - 135mm BL 20 Nos 1255,PF115-150,110 mm | 135 mm | 150 mm | 10x32,BL,Nos,20,"1,316",
Kitchen - Waste Bins & More,Plinth Fitting,PF-HAS-36,28 mm | 5 mm | 572 x 35 x 8,,Each,8,200,
Kitchen - Waste Bins & More,Plinth Fitting,PF-HAS-50,5 mm | 572 x 35 x 8 | 579 x 46 x 8,,Each,8,211,
Aluminium Profiles & Handles,Hinge Drilling Template for,HAP-T,60 x 28 x 21,,Each,21,17,
Aluminium Profiles & Handles,Shutter Profile,GSP-CBMA,62 mm | 62 x 62,ZW,Set of 4 Pcs,62,106,
Aluminium Profiles & Handles,Horizontal Profile) AB,GSP2-4-40H-192-AB,5 mm | 20 x 10 | 192 mm,,Each,,119,
Aluminium Profiles & Handles,Profile 2 Handle,GSP2-4-40H-224-AB,192 mm | 224 mm | 4 mm,,Each,,133,
Aluminium Profiles & Handles,Shutter Profile,GSPT1,5x16x7,,Each,57,16,
Aluminium Profiles & Handles,Corner Bracket for glass,GSP-CBMA,62x62 | 76x76,ZW,,25,106,
Aluminium Profiles & Handles,Shutter Profile*,GSP-CBM2,62x62 | 76x76,ZW,,20,154,
Aluminium Profiles & Handles,Horizontal Gola 3 End Cap SL/AT /BL,HG3L-ECP,,,Pair,25,41,
Aluminium Profiles & Handles,Horizontal Gola 3 End Cap SL/AT /BL,HG3C-ECP,,,Pair,25,52,
Aluminium Profiles & Handles,for C /SF/BG,HG3-MB,,MB/ZW,Each,50,29,
Aluminium Profiles & Handles,Gola Profile 'L' AS/AB/SF/B,HG3L-LED-EC,,,Pair,,42,
Aluminium Profiles & Handles,Gola Profile 'C' AS/AB/SF/B,HG3C-LED-EC,,,Pair,,51,
Aluminium Profiles & Handles,Handle 1A,EC-GH1-A-P-SF,18 mm,,Pair,18,13,
Aluminium Profiles & Handles,Handle 1B,EC-GH1-B-P-SF,18 mm,,Pair,18,14,
Aluminium Profiles & Handles,Handle 2A,EC-GH2-A-P-SF,25 mm,,Pair,,16,
Aluminium Profiles & Handles,for 25mm Shutter,EC-GH2-A-25-P-SF,25 mm | 18 mm,,Pair,,13,
Aluminium Profiles & Handles,Handle 2B,EC-GH2-B-P-SF,25 mm,,Pair,,17,
Aluminium Profiles & Handles,for 25mm Shutter,EC-GH2-B-25-P-SF,25 mm | 18 mm,,Pair,,13,
Aluminium Profiles & Handles,with Bumper-Special EP-1822L-3M-SF 18x22mm SF 3m 20 1548 /pc,EPH1A-298-CP,298 mm | 398 mm,CP/CP,Each,298,460,
Aluminium Profiles & Handles,with Bumper-Special EP-1822L-3M-SF 18x22mm SF 3m 20 1548 /pc,EPH1A-398-CP,298 mm | 398 mm | 448 mm,CP/CP,Each,398,590,
Aluminium Profiles & Handles,(Chrome Finish) EPH1A-498-CP CP 723,EPH1A-598-CP,498 mm | 598 mm | 898 mm,CP/CP,Each,598,854,
Aluminium Profiles & Handles,(Chrome Finish) EPH1A-498-CP CP 723,EPH1A-898-CP,598 mm | 898 mm | 298 mm,CP/CP,Each,898,"1,248",
Aluminium Profiles & Handles,(Chrome Finish) EPH1A-498-CP CP 723,EPH1A-298-SF,898 mm | 298 mm | 398 mm,,Each,298,390,
Aluminium Profiles & Handles,(Chrome Finish) EPH1A-498-CP CP 723,EPH1A-398-SF,298 mm | 398 mm | 448 mm,,Each,398,498,
Aluminium Profiles & Handles,(Special Finish) EPH1A-498-SF SF 606,EPH1A-598-SF,498 mm | 598 mm | 898 mm,,Each,598,714,
Aluminium Profiles & Handles,(Special Finish) EPH1A-498-SF SF 606,EPH1A-898-SF,598 mm | 898 mm,,Each,898,"1,050",
Aluminium Profiles & Handles,Edge Profile Handle - 1,EPH1L-2700-SF,,,Each,2700,"3,065",
Aluminium Profiles & Handles,Edge Profile Handle - 1,EPH1R-2700-SF,,,Each,2700,"3,065",
Aluminium Profiles & Handles,Edge Profile Handle - 1,EPH1L-2700-AB,,,Each,2700,"2,873",
Aluminium Profiles & Handles,Edge Profile Handle - 1,EPH1R-2700-AB,,,Each,2700,"2,873",
Aluminium Profiles & Handles,18mm EPH2-18-3M-,EPH7-150-AB,18 mm,,Each,150,248,
Aluminium Profiles & Handles,18mm EPH2-18-3M-,EPH7-200-AB,,,Each,200,297,
Aluminium Profiles & Handles,18mm EPH2-18-3M-,EPH7-298-AB,,,Each,298,394,
Aluminium Profiles & Handles,18mm EPH2-18-3M-,EPH7-348-AB,,,Each,348,424,
Aluminium Profiles & Handles,18mm EPH2-18-3M-,EPH7-398-AB,,,Each,398,466,
Aluminium Profiles & Handles,Edge Profile Handle - 7,EPH7-448-AB,,,Each,448,516,
Aluminium Profiles & Handles,(Black),EPH7-498-AB,,,Each,498,559,
Aluminium Profiles & Handles,(Black),EPH7-598-AB,,,Each,598,647,
Aluminium Profiles & Handles,(Black),EPH7-698-AB,,,Each,698,759,
Aluminium Profiles & Handles,(Black),EPH7-798-AB,,,Each,798,850,
Aluminium Profiles & Handles,(Black),EPH7-898-AB,,,Each,898,933,
Aluminium Profiles & Handles,Tongue Handle,TOHA12-BL/WH/AT,40 mm | 82 x 40 | 120 mm | 320 mm,BL/WH/AT/BL/WH/AT,Each,,67,
Aluminium Profiles & Handles,Tongue Handle,TOHA32-BL/WH/AT,40 mm | 82 x 40 | 120 mm | 320 mm,BL/WH/AT/BL/WH/AT,Each,,148,
Aluminium Profiles & Handles,Tongue Handle,TOHA52-BL/WH/AT,120 mm | 320 mm | 520 mm | 720 mm,BL/WH/AT/BL/WH/AT,Each,,231,
Aluminium Profiles & Handles,Aluminium,TOHA72-BL/WH/AT,520 mm | 720 mm | 2220 mm | 120 mm,BL/WH/AT/BL/WH/AT,Each,,314,
Aluminium Profiles & Handles,Aluminium,TOHA222-BL/WH/AT,520 mm | 720 mm | 2220 mm | 120 mm,BL/WH/AT/BL/WH/AT,Each,,930,
Aluminium Profiles & Handles,Aluminium,TOHA2-12-BL/WH/AT,720 mm | 2220 mm | 120 mm | 320 mm,BL/WH/AT/BL/WH/AT,Each,,71,
Aluminium Profiles & Handles,Aluminium,TOHA2-32-BL/WH/AT,720 mm | 2220 mm | 120 mm | 320 mm,BL/WH/AT/BL/WH/AT,Each,,156,
Aluminium Profiles & Handles,Tongue Handle,TOHA2-52-BL/WH/AT,120 mm | 320 mm | 520 mm | 720 mm,BL/WH/AT/BL/WH/AT,Each,,244,
Aluminium Profiles & Handles,Aluminium 2,TOHA2-72-BL/WH/AT,520 mm | 720 mm | 2220 mm,BL/WH/AT/BL/WH/AT,Each,,332,
Aluminium Profiles & Handles,Aluminium 2,TOHA2-222-BL/WH/AT,520 mm | 720 mm | 2220 mm,BL/WH/AT/BL/WH/AT,Each,,986,
Aluminium Profiles & Handles,Handle 1934 Profile) SH-1934-3M-CP/CH/BG 20 x 35 mm CP/CH/BG 3m 1934 /pc,EC-1934-SL/BL,35 mm | 20 x 35,BL/BL,Pair,35,14,
Aluminium Profiles & Handles,Handle 1934 Profile) SH-1934-3M-CP/CH/BG 20 x 35 mm CP/CH/BG 3m 1934 /pc,EC-1934-BA/CH,35 mm | 20 x 35,CH/CH,Pair,35,14,
Aluminium Profiles & Handles,End Caps for SH 1934,EC-1934-SF/GF,35 mm | 20 x 35,,Pair,35,14,
Aluminium Profiles & Handles,End Caps for SH 1934,EC-1934-CP,35 mm | 20 x 35,CP/CP,Pair,35,34,
Aluminium Profiles & Handles,End Caps for SH 1934,ECF-1934-SL/BL,35 mm | 20 x 35,BL/BL,Pair,35,11,
Aluminium Profiles & Handles,End Caps Frame Type for ECF-1934-BA/CH 20 x 35 mm BA/CH Pair 11,SH-1934,35 mm | 20 x 35,,Pair,35,11,
Aluminium Profiles & Handles,End Caps Frame Type for ECF-1934-BA/CH 20 x 35 mm BA/CH Pair 11,ECF-1934-CP,35 mm | 20 x 35,CP/CP,Pair,35,25,
Aluminium Profiles & Handles,ST-Special Finish,SH-1936M-298-BL,35 mm | 19 x 35,BL/BL,Each,298,426,
Aluminium Profiles & Handles,ST-Special Finish,SH-1936M-348-BL,,BL/BL,Each,348,491,
Aluminium Profiles & Handles,ST-Special Finish,SH-1936M-398-BL,,BL/BL,Each,398,534,
Aluminium Profiles & Handles,Handle 1936 Mitre Cut SH-1936M-448-BL 448 BL Each 593,SH-1936M-498-BL,,BL/BL,Each,498,638,
Aluminium Profiles & Handles,Handle 1936 Mitre Cut SH-1936M-448-BL 448 BL Each 593,SH-1936M-598-BL,,BL/BL,Each,598,741,
Aluminium Profiles & Handles,Handle 1936 Mitre Cut SH-1936M-448-BL 448 BL Each 593,SH-1936M-898-BL,,BL/BL,Each,898,"1,061",
Aluminium Profiles & Handles,Special Finish,SH-3012-3SQ,96 mm,AC,Each,50,136,
Aluminium Profiles & Handles,Special Finish,SH-3012-5SQ,96 mm | 160 mm,AC,Each,50,167,
Aluminium Profiles & Handles,3012 Square,SH-3012-7SQ,224 mm,AC,Each,25,200,
Aluminium Profiles & Handles,3012 Square,SH-3012-9SQ,224 mm | 288 mm,AC,Each,25,231,
Aluminium Profiles & Handles,3012 Square,SH-3012-14SQ,288 mm | 448 mm,AC,Each,25,315,
Aluminium Profiles & Handles,End Cap 3012 Square EC-3012-S SL/CG Pair 100 86 /Pair,SH-3012-3,96 mm | 160 mm,AC,Each,50,174,
Aluminium Profiles & Handles,End Cap 3012 Square EC-3012-S SL/CG Pair 100 86 /Pair,SH-3012-5,96 mm | 160 mm,AC,Each,50,196,
Aluminium Profiles & Handles,Shutter Handle-Aluminium,SH-3012-7,160 mm | 224 mm | 288 mm,AC,Each,25,231,
Aluminium Profiles & Handles,Shutter Handle-Aluminium,SH-3012-9,224 mm | 288 mm | 448 mm,AC,Each,25,262,
Aluminium Profiles & Handles,Shutter Handle-Aluminium,SH-3012-14,288 mm | 448 mm,AC,Each,25,339,
Aluminium Profiles & Handles,Al.Profile Shutter Handle 3012 SH-3012-3M 2m AS/AC 3m 1423 /pc,SH1-3512-3,96 mm,,Each,96,202,
Aluminium Profiles & Handles,Shutter Handle 1 -,SH1-3512-5,160 mm,,Each,160,268,
Aluminium Profiles & Handles,Aluminium 3512,SH1-3512-7,224 mm,,Each,224,312,
Aluminium Profiles & Handles,Aluminium 3512,SH-1842-30-AB,,,Each,300,477,
Aluminium Profiles & Handles,Shutter Handle - 1842,SH-1842-60-AB,,,Each,600,812,
Aluminium Profiles & Handles,(with End Caps),SH-1842-110-AB,,,Each,1100,"1,256",
Aluminium Profiles & Handles,Handle,RSLH-96-BL,96 mm,BL/BL,Each,10,973,
Aluminium Profiles & Handles,Décor Handle Zen 3 -,DHZ3-R,,GD,Each,200,"1,226",
Aluminium Profiles & Handles,Décor Handle Zen 4 -,DHZ4-R,5 x 46 x 200,GD,Each,200,"1,170",
Aluminium Profiles & Handles,Décor Handle Zen 8 DHZ8 19.5 x 60 x 120 GD/BD/AD Each 1226,CAH-96-SF,96 mm | 160 mm | 192 mm,,Each,25,211,
Aluminium Profiles & Handles,Handle - C CAH-192-SF 192mm SF Each 10 339,CAH-320-SF,96 mm | 160 mm | 192 mm | 320 mm,,Each,10,516,
Aluminium Profiles & Handles,Handle - C CAH-192-SF 192mm SF Each 10 339,CAH-96-AB,160 mm | 192 mm | 320 mm | 96 mm,,Each,25,211,
Aluminium Profiles & Handles,Handle - C CAH-192-AB 192mm AB Each 10 339,CAH-320-AB,96 mm | 160 mm | 192 mm | 320 mm,,Each,10,516,
Aluminium Profiles & Handles,Handle - C CAH-192-AB 192mm AB Each 10 339,CAH-96-BA,160 mm | 192 mm | 320 mm | 96 mm,,Each,25,193,
Aluminium Profiles & Handles,(Brushed Al. Finish) CAH-192-BA 192mm BA Each 10 316,CAH-320-BA,160 mm | 192 mm | 320 mm | 128 mm,,Each,10,489,
Aluminium Profiles & Handles,(Brushed Al. Finish) CAH-192-BA 192mm BA Each 10 316,C3AH2-128-AB,192 mm | 320 mm | 128 mm,,Each,,267,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C3AH2-192-AB,128 mm | 192 mm | 136 mm | 96 x 136,,Each,192,372,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-96-SF,192 mm | 136 mm | 96 x 136 | 200 mm,,Each,136,202,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-160-SF,192 mm | 136 mm | 96 x 136 | 200 mm,,Each,200,282,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-192-SF,136 mm | 96 x 136 | 200 mm | 160 x 200,,Each,232,325,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-320-SF,136 mm | 96 x 136 | 200 mm | 160 x 200,,Each,360,493,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-96-BA,200 mm | 160 x 200 | 232 mm | 192 x 232,,Each,136,173,
Aluminium Profiles & Handles,Aluminium Handle - C3-2,C4AH2-96-AB,232 mm | 192 x 232 | 360 mm | 320 x 360,,Each,136,193,
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-1088-BA,136 mm | 96 x 136 | 1200 mm | 1088 x 1200,,Each,1200,"1,659",
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-160-AB,136 mm | 96 x 136 | 1200 mm | 1088 x 1200,,Each,200,278,
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-192-AB,1200 mm | 1088 x 1200 | 200 mm | 160 x 200,,Each,232,318,
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-320-AB,1200 mm | 1088 x 1200 | 200 mm | 160 x 200,,Each,360,480,
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-1088-AB,200 mm | 160 x 200 | 232 mm | 192 x 232,,Each,1200,"1,928",
Aluminium Profiles & Handles,Al.Handle C4-2,C4AH2-1088-CP,232 mm | 192 x 232 | 360 mm | 320 x 360,CP/CP,Each,1200,"1,928",
Aluminium Profiles & Handles,Al.Handle C4-2,C5AH-128-AB,360 mm | 320 x 360 | 1200 mm | 1088 x 1200,,Each,20,592,
Aluminium Profiles & Handles,Al.Handle C4-2,C5AH-160-AB,1200 mm | 1088 x 1200 | 128 mm | 160 mm,,Each,20,661,
Aluminium Profiles & Handles,Al. Handle - C5,C5AH-224-AB,128 mm | 160 mm | 224 mm | 352 mm,,Each,20,724,
Aluminium Profiles & Handles,Al. Handle - C5,C5AH-352-AB,160 mm | 224 mm | 352 mm | 96 mm,,Each,20,881,
Aluminium Profiles & Handles,Al. Handle - C5,GAH1-96-SL,224 mm | 352 mm | 96 mm | 160 mm,,Each,96,143,
Aluminium Profiles & Handles,Aluminium Handle - G1 GAH1-160-SL 160 mm SL Each 224,GAH1-224-SL,352 mm | 96 mm | 160 mm | 224 mm,,Each,224,325,
Aluminium Profiles & Handles,Aluminium Handle - G1 GAH1-160-SL 160 mm SL Each 224,GAH1-96-SF,96 mm | 160 mm | 224 mm,,Each,96,157,
Aluminium Profiles & Handles,Aluminium Handle - G1,GAH1-160-SF,224 mm | 96 mm | 160 mm,,Each,160,224,
Aluminium Profiles & Handles,(Special Finish),GAH1-224-SF,160 mm | 224 mm | 64 mm | 96 mm,,Each,224,314,
Aluminium Profiles & Handles,(Special Finish),IAH1-64-SL,160 mm | 224 mm | 64 mm | 96 mm,,Each,64,110,
Aluminium Profiles & Handles,(Special Finish),IAH1-96-SL,224 mm | 64 mm | 96 mm | 160 mm,,Each,96,126,
Aluminium Profiles & Handles,(Special Finish),IAH1-160-SL,224 mm | 64 mm | 96 mm | 160 mm,,Each,160,177,
Aluminium Profiles & Handles,(Special Finish),IAH1-224-SL,64 mm | 96 mm | 160 mm | 224 mm,,Each,224,258,
Aluminium Profiles & Handles,(Special Finish),IAH1-64-SF,96 mm | 160 mm | 224 mm | 64 mm,,Each,64,112,
Aluminium Profiles & Handles,(Special Finish),IAH1-96-SF,160 mm | 224 mm | 64 mm | 96 mm,,Each,96,130,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-160-SF,64 mm | 96 mm | 160 mm | 224 mm,,Each,160,191,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-224-SF,96 mm | 160 mm | 224 mm | 64 mm,,Each,224,269,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-64-BA,160 mm | 224 mm | 64 mm | 96 mm,,Each,64,99,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-96-BA,160 mm | 224 mm | 64 mm | 96 mm,,Each,96,123,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-160-BA,224 mm | 64 mm | 96 mm | 160 mm,,Each,160,179,
Aluminium Profiles & Handles,Aluminium Handle - I1,IAH1-224-BA,64 mm | 96 mm | 160 mm | 224 mm,,Each,224,258,
Aluminium Profiles & Handles,Aluminium Handle - I1,I2AH-96-TN,96 mm | 160 mm | 224 mm,,Each,96,206,
Aluminium Profiles & Handles,Aluminium Handle - I1,I2AH-160-TN,160 mm | 224 mm,,Each,160,271,
Aluminium Profiles & Handles,Aluminium Handle - I2,I2AH-224-TN,,,Each,224,347,
Aluminium Profiles & Handles,(Titanium),I2AH-320-TN,96 mm,,Each,320,455,
Aluminium Profiles & Handles,(Titanium),I2AH-1088-TN,96 mm,,Each,1088,"1,408",
Aluminium Profiles & Handles,(Titanium),LAH-96-SF,96 mm | 160 mm,,Each,150,155,
Aluminium Profiles & Handles,Aluminium Handle-L,LAH-160-SF,96 mm | 160 mm | 224 mm,,Each,100,222,
Aluminium Profiles & Handles,(Special Finish),LAH-224-SF,160 mm | 224 mm | 96 mm,,Each,80,271,
Aluminium Profiles & Handles,(Special Finish),LAH-96-AB,160 mm | 224 mm | 96 mm,,Each,150,155,
Aluminium Profiles & Handles,Aluminium Handle-L,LAH-160-AB,224 mm | 96 mm | 160 mm,,Each,100,222,
Aluminium Profiles & Handles,(Special Finish),LAH-224-AB,160 mm | 224 mm,,Each,80,271,
Aluminium Profiles & Handles,(Special Finish),RAH-96-SF,96 mm | 160 mm,,Each,150,164,
Aluminium Profiles & Handles,Al. Handle-R,RAH-160-SF,96 mm | 160 mm | 224 mm,,Each,100,229,
Aluminium Profiles & Handles,(Special Finish),RAH-224-SF,160 mm | 224 mm | 96 mm,,Each,80,294,
Aluminium Profiles & Handles,(Special Finish),RAH-96-AB,160 mm | 224 mm | 96 mm,,Each,150,164,
Aluminium Profiles & Handles,Al. Handle-R,RAH-160-AB,224 mm | 96 mm | 160 mm,,Each,100,229,
Aluminium Profiles & Handles,(Special Finish),RAH-224-AB,160 mm | 224 mm | 96 mm,,Each,80,294,
Aluminium Profiles & Handles,(Special Finish),RAH-96-BA,160 mm | 224 mm | 96 mm,,Each,150,150,
Aluminium Profiles & Handles,Al. Handle-R,RAH-160-BA,224 mm | 96 mm | 160 mm,,Each,100,213,
Aluminium Profiles & Handles,(Special Finish),RAH-224-BA,160 mm | 224 mm | 96 mm,,Each,80,267,
Aluminium Profiles & Handles,(Special Finish),RKAH2-96-AB,160 mm | 224 mm | 96 mm,,Each,,303,
Aluminium Profiles & Handles,(Special Finish),RKAH2-160-AB,224 mm | 96 mm | 160 mm,,Each,,347,
Aluminium Profiles & Handles,(Special Finish),RKAH2-224-AB,224 mm | 96 mm | 160 mm,,Each,,415,
Aluminium Profiles & Handles,(Special Finish),RKAH2-96-AG,96 mm | 160 mm | 224 mm,,Each,,325,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH2-224-AG,224 mm | 96 mm | 160 mm,,Each,,460,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH2-96-TN,160 mm | 224 mm | 96 mm,,Each,,325,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH2-160-TN,224 mm | 96 mm | 160 mm,,Each,,370,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH2-224-TN,96 mm | 160 mm | 224 mm,,Each,,460,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH3-160-AB,96 mm | 160 mm | 224 mm,,Each,,347,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH3-224-AB,160 mm | 224 mm,,Each,,415,
Aluminium Profiles & Handles,Aluminium Handle - RK2 RKAH2-160-AG 160mm AG Each 370,RKAH3-160-TN,224 mm | 160 mm,,Each,,371,
Aluminium Profiles & Handles,Aluminium Handle - RK3,RKAH3-224-TN,224 mm | 160 mm,,Each,,461,
Aluminium Profiles & Handles,RK3 RKAH3-160-AG 160mm AG Each 371,RKAH3-224-AG,224 mm | 160 mm,,Each,,461,
Aluminium Profiles & Handles,Aluminium Handle - SR SRAH-224-AC 224mm AC Each 20 625,TAH-96,96 mm | 160 mm,,Each,,197,
Aluminium Profiles & Handles,Aluminium Handle - SR SRAH-224-AC 224mm AC Each 20 625,TAH-160,96 mm | 160 mm | 224 mm,,Each,,303,
Aluminium Profiles & Handles,Aluminium Handle - T,TAH-224,96 mm | 160 mm | 224 mm | 1088 mm,,Each,,410,
Aluminium Profiles & Handles,Aluminium Handle - T,TAH-1088,160 mm | 224 mm | 1088 mm | 120 mm,,Each,,"2,130",
